"most_freq"	"count_E"	"count_aE"	"count_aNE"	"count_NE"
"TMEM68"	"aNE"	0	0	21	9
"TMEM69"	"aNE"	0	0	30	0
"TMEM70"	"aNE"	0	0	29	1
"TMEM71"	"aNE"	0	0	15	15
"TMEM72"	"aNE"	0	0	16	14
"TMEM74"	"NE"	0	0	4	26
"TMEM74B"	"NE"	0	0	10	20
"TMEM79"	"aNE"	0	0	23	7
"TMEM80"	"aNE"	0	0	22	8
"TMEM81"	"aNE"	0	0	26	4
"TMEM82"	"aNE"	0	2	28	0
"TMEM86A"	"aNE"	0	0	16	14
"TMEM86B"	"aNE"	0	0	18	12
"TMEM87A"	"aNE"	0	0	21	9
"TMEM87B"	"aNE"	0	0	26	4
"TMEM88"	"aNE"	0	0	15	15
"TMEM88B"	"aNE"	0	1	26	3
"TMEM89"	"aNE"	0	0	23	7
"TMEM8B"	"aNE"	0	0	20	10
"TMEM9"	"aNE"	0	0	18	12
"TMEM91"	"NE"	0	0	13	17
"TMEM92"	"aNE"	0	2	27	1
"TMEM94"	"aNE"	0	0	23	7
"TMEM95"	"aNE"	0	0	17	13
"TMEM97"	"aNE"	0	2	28	0
"TMEM98"	"aNE"	0	0	26	4
"TMEM9B"	"aNE"	0	0	25	5
"TMF1"	"aNE"	0	0	28	2
"TMIE"	"aNE"	0	0	15	15
"TMIGD1"	"aNE"	0	1	27	2
"TMIGD2"	"aNE"	0	0	15	15
"TMIGD3"	"aNE"	0	0	19	11
"TMLHE"	"NE"	NA	NA	NA	NA
"TMOD1"	"aNE"	0	0	24	6
"TMOD2"	"aNE"	0	0	23	7
"TMOD3"	"aNE"	0	0	19	11
"TMOD4"	"aNE"	0	0	29	1
"TMPO"	"NE"	0	0	13	17
"TMPPE"	"aNE"	0	0	22	8
"TMPRSS11A"	"aNE"	0	0	17	13
"TMPRSS11B"	"NE"	0	0	12	18
"TMPRSS11D"	"NE"	0	0	9	21
"TMPRSS11E"	"aNE"	0	0	19	11
"TMPRSS11F"	"NE"	0	0	5	25
"TMPRSS12"	"aNE"	0	0	22	8
"TMPRSS13"	"aNE"	0	0	22	8
"TMPRSS15"	"NE"	0	0	9	21
"TMPRSS2"	"aNE"	0	0	18	12
"TMPRSS3"	"NE"	0	0	6	24
"TMPRSS4"	"NE"	0	0	11	19
"TMPRSS5"	"NE"	0	0	11	19
"TMPRSS6"	"NE"	0	0	14	16
"TMPRSS7"	"aNE"	0	0	18	12
"TMPRSS9"	"aNE"	0	0	18	12
"TMTC1"	"NE"	0	0	13	17
"TMTC2"	"NE"	0	0	13	17
"TMTC3"	"aNE"	0	0	17	13
"TMTC4"	"NE"	0	0	8	22
"TMUB1"	"NE"	0	0	4	26
"TMUB2"	"aNE"	0	0	23	7
"TMX1"	"aNE"	0	0	29	1
"TMX2"	"aNE"	1	9	19	1
"TMX3"	"NE"	0	0	7	23
"TMX4"	"NE"	0	0	13	17
"TNC"	"NE"	0	0	11	19
"TNF"	"NE"	0	0	11	19
"TNFAIP1"	"NE"	0	0	13	17
"TNFAIP2"	"NE"	0	0	9	21
"TNFAIP3"	"NE"	0	0	12	18
"TNFAIP6"	"NE"	0	0	13	17
"TNFAIP8"	"NE"	0	0	14	16
"TNFAIP8L1"	"aNE"	0	0	20	10
"TNFAIP8L2"	"aNE"	0	0	28	2
"TNFAIP8L3"	"aNE"	0	0	27	3
"TNFRSF10A"	"NE"	0	0	13	17
"TNFRSF10B"	"NE"	0	0	2	28
"TNFRSF10C"	"NE"	0	0	5	25
"TNFRSF10D"	"NE"	0	0	6	24
"TNFRSF11A"	"NE"	0	0	7	23
"TNFRSF11B"	"NE"	0	0	7	23
"TNFRSF12A"	"aNE"	0	0	29	1
"TNFRSF13B"	"aNE"	0	0	19	11
"TNFRSF13C"	"NE"	0	0	4	26
"TNFRSF14"	"aNE"	0	0	16	14
"TNFRSF17"	"aNE"	0	0	22	8
"TNFRSF18"	"aNE"	0	0	16	14
"TNFRSF19"	"NE"	0	0	7	23
"TNFRSF1A"	"NE"	0	0	7	23
"TNFRSF1B"	"aNE"	0	0	21	9
"TNFRSF21"	"NE"	0	0	8	22
"TNFRSF25"	"aNE"	0	0	17	13
"TNFRSF4"	"aNE"	0	0	19	11
"TNFRSF6B"	"NE"	0	0	1	29
"TNFRSF8"	"aNE"	0	3	27	0
"TNFRSF9"	"aNE"	0	0	23	7
"TNFSF10"	"aNE"	1	2	20	7
"TNFSF11"	"aNE"	0	0	17	13
"TNFSF12"	"aNE"	0	0	24	6
"TNFSF13"	"aNE"	0	0	19	11
"TNFSF13B"	"aNE"	0	0	18	12
"TNFSF14"	"aNE"	0	0	22	8
"TNFSF15"	"aNE"	0	0	15	15
"TNFSF18"	"NE"	0	0	10	20
"TNFSF4"	"aNE"	0	0	23	7
"TNFSF8"	"aNE"	0	0	19	11
"TNFSF9"	"aNE"	0	0	16	14
"TNIK"	"aNE"	0	0	16	14
"TNIP1"	"NE"	0	0	11	19
"TNIP2"	"NE"	0	0	8	22
"TNIP3"	"aNE"	0	0	23	7
"TNK1"	"NE"	0	0	7	23
"TNK2"	"NE"	0	0	11	19
"TNKS"	"aNE"	0	0	21	9
"TNKS1BP1"	"aNE"	0	1	20	9
"TNKS2"	"NE"	0	0	12	18
"TNMD"	"NE"	NA	NA	NA	NA
"TNN"	"aNE"	0	0	15	15
"TNNC1"	"aNE"	0	0	20	10
"TNNC2"	"NE"	0	0	14	16
"TNNI1"	"aNE"	0	0	27	3
"TNNI2"	"NE"	0	0	4	26
"TNNI3"	"aNE"	0	0	20	10
"TNNI3K"	"aNE"	0	0	15	15
"TNNT1"	"aNE"	0	0	24	6
"TNNT2"	"aE"	0	15	15	0
"TNNT3"	"NE"	0	0	4	26
"TNP1"	"aNE"	0	0	24	6
"TNP2"	"aNE"	0	0	24	6
"TNPO1"	"aNE"	0	4	26	0
"TNPO2"	"NE"	0	0	13	17
"TNPO3"	"E"	29	1	0	0
"TNR"	"NE"	0	0	6	24
"TNRC18"	"aNE"	0	0	19	11
"TNRC6A"	"aNE"	0	0	23	7
"TNRC6B"	"NE"	0	0	14	16
"TNRC6C"	"aNE"	0	0	25	5
"TNS1"	"NE"	0	0	11	19
"TNS2"	"aNE"	0	0	28	2
"TNS3"	"aNE"	0	6	23	1
"TNS4"	"NE"	0	0	2	28
"TNXB"	"aNE"	0	0	30	0
"TOB1"	"aNE"	0	0	26	4
"TOB2"	"NE"	0	0	2	28
"TOE1"	"aE"	1	14	14	1
"TOGARAM1"	"NE"	0	0	9	21
"TOGARAM2"	"NE"	0	0	14	16
"TOLLIP"	"NE"	0	0	8	22
"TOM1"	"aNE"	0	0	21	9
"TOM1L1"	"aNE"	0	0	19	11
"TOM1L2"	"NE"	0	0	13	17
"TOMM20"	"aE"	4	21	5	0
"TOMM20L"	"aNE"	0	0	27	3
"TOMM22"	"aE"	15	15	0	0
"TOMM34"	"NE"	0	0	10	20
"TOMM40"	"E"	26	4	0	0
"TOMM40L"	"aNE"	0	0	25	5
"TOMM5"	"aNE"	0	0	26	4
"TOMM6"	"aNE"	0	0	28	2
"TOMM7"	"aNE"	0	0	24	6
"TOMM70"	"aNE"	0	2	27	1
"TONSL"	"E"	29	1	0	0
"TOP1"	"E"	26	4	0	0
"TOP1MT"	"aNE"	0	0	25	5
"TOP2A"	"E"	30	0	0	0
"TOP2B"	"aNE"	0	0	19	11
"TOP3A"	"E"	20	9	1	0
"TOP3B"	"aNE"	0	0	25	5
"TOPAZ1"	"aNE"	0	0	19	11
"TOPBP1"	"E"	29	1	0	0
"TOPORS"	"NE"	0	0	6	24
"TOR1A"	"aNE"	0	0	20	10
"TOR1AIP1"	"aNE"	0	0	24	6
"TOR1AIP2"	"aNE"	0	3	27	0
"TOR1B"	"aNE"	0	0	21	9
"TOR2A"	"aE"	1	21	8	0
"TOR3A"	"aNE"	0	0	25	5
"TOR4A"	"aNE"	0	1	27	2
"TOX"	"aNE"	0	0	17	13
"TOX2"	"NE"	0	0	10	20
"TOX3"	"aNE"	0	0	15	15
"TOX4"	"aNE"	0	2	28	0
"TP53"	"NE"	0	0	3	27
"TP53AIP1"	"NE"	0	0	5	25
"TP53BP1"	"NE"	0	0	11	19
"TP53BP2"	"aNE"	0	3	27	0
"TP53I11"	"aNE"	0	0	21	9
"TP53I13"	"aNE"	0	0	24	6
"TP53I3"	"aNE"	0	0	30	0
"TP53INP1"	"NE"	0	0	10	20
"TP53INP2"	"NE"	0	0	14	16
"TP53RK"	"aE"	12	16	2	0
"TP53TG5"	"NE"	0	0	12	18
"TP63"	"aNE"	0	0	25	5
"TP73"	"aNE"	0	0	30	0
"TPBG"	"NE"	0	0	7	23
"TPBGL"	"aNE"	0	0	23	7
"TPCN1"	"aNE"	0	0	21	9
"TPCN2"	"aNE"	0	0	30	0
"TPD52"	"NE"	0	0	7	23
"TPD52L1"	"aNE"	0	0	21	9
"TPD52L2"	"aNE"	0	0	21	9
"TPD52L3"	"aNE"	0	0	21	9
"TPGS1"	"aNE"	0	0	29	1
"TPGS2"	"NE"	0	0	14	16
"TPH1"	"aNE"	0	0	21	9
"TPH2"	"aNE"	0	0	28	2
"TPI1"	"aE"	10	19	1	0
"TPK1"	"aNE"	0	0	21	9
"TPM1"	"aNE"	0	0	25	5
"TPM2"	"aNE"	0	0	29	1
"TPM3"	"aNE"	0	1	26	3
"TPM4"	"aNE"	0	4	26	0
"TPMT"	"NE"	0	0	12	18
"TPO"	"NE"	0	0	12	18
"TPP1"	"NE"	0	0	6	24
"TPP2"	"aNE"	0	0	22	8
"TPPP"	"aNE"	0	0	17	13
"TPPP2"	"NE"	0	0	12	18
"TPPP3"	"aNE"	0	0	21	9
"TPR"	"aE"	4	25	1	0
"TPRA1"	"aNE"	0	0	23	7
"TPRG1"	"NE"	0	0	13	17
"TPRG1L"	"aNE"	0	0	22	8
"TPRKB"	"aE"	2	14	14	0
"TPRN"	"aNE"	0	0	15	15
"TPRX1"	"aNE"	0	0	16	14
"TPSAB1"	"aNE"	0	0	28	2
"TPSD1"	"NE"	0	0	6	24
"TPSG1"	"NE"	0	0	10	20
"TPST1"	"aNE"	0	0	21	9
"TPST2"	"NE"	0	0	6	24
"TPT1"	"E"	21	8	1	0
"TPTE2"	"aNE"	0	0	23	7
"TPX2"	"E"	19	10	1	0
"TRA2A"	"aNE"	0	1	19	10
"TRA2B"	"aE"	2	20	8	0
"TRABD"	"NE"	0	0	12	18
"TRABD2A"	"aNE"	0	0	23	7
"TRABD2B"	"aNE"	0	0	27	3
"TRADD"	"NE"	0	0	8	22
"TRAF1"	"NE"	0	0	13	17
"TRAF2"	"aNE"	0	2	21	7
"TRAF3"	"NE"	0	0	11	19
"TRAF3IP1"	"aNE"	0	0	17	13
"TRAF3IP2"	"aNE"	0	0	16	14
"TRAF3IP3"	"aNE"	0	0	27	3
"TRAF4"	"aNE"	0	0	26	4
"TRAF5"	"aNE"	0	0	18	12
"TRAF6"	"aNE"	0	0	27	3
"TRAF7"	"aNE"	0	0	29	1
"TRAFD1"	"NE"	0	0	11	19
"TRAIP"	"aE"	3	23	4	0
"TRAK1"	"aNE"	0	0	21	9
"TRAK2"	"NE"	0	0	14	16
"TRAM1"	"NE"	0	0	9	21
"TRAM1L1"	"aNE"	0	0	24	6
"TRAM2"	"NE"	0	0	14	16
"TRANK1"	"aNE"	0	0	21	9
"TRAP1"	"aNE"	0	0	19	11
"TRAPPC1"	"E"	21	9	0	0
"TRAPPC10"	"NE"	0	0	13	17
"TRAPPC11"	"E"	24	6	0	0
"TRAPPC12"	"aNE"	0	0	25	5
"TRAPPC13"	"aE"	0	17	12	1
"TRAPPC14"	"aNE"	0	1	27	2
"TRAPPC2L"	"aNE"	0	10	20	0
"TRAPPC3"	"E"	29	1	0	0
"TRAPPC3L"	"NE"	0	0	14	16
"TRAPPC4"	"E"	26	4	0	0
"TRAPPC5"	"E"	23	7	0	0
"TRAPPC6A"	"aNE"	0	0	23	7
"TRAPPC6B"	"aNE"	0	0	27	3
"TRAPPC8"	"E"	28	2	0	0
"TRAPPC9"	"aNE"	0	0	30	0
"TRARG1"	"aNE"	0	0	19	11
"TRAT1"	"NE"	0	0	7	23
"TRDMT1"	"aNE"	0	0	15	15
"TRDN"	"NE"	0	0	10	20
"TREM1"	"aNE"	0	0	24	6
"TREM2"	"aNE"	0	0	20	10
"TREML1"	"aNE"	0	0	25	5
"TREML2"	"aNE"	0	0	28	2
"TREML4"	"NE"	0	0	14	16
"TRERF1"	"aNE"	0	0	29	1
"TREX1"	"aNE"	0	0	23	7
"TREX2"	"NE"	NA	NA	NA	NA
"TRH"	"NE"	0	0	8	22
"TRHDE"	"aNE"	0	0	18	12
"TRHR"	"NE"	0	0	3	27
"TRIAP1"	"E"	22	7	1	0
"TRIB1"	"aNE"	0	1	24	5
"TRIB2"	"aNE"	0	0	22	8
"TRIB3"	"NE"	0	0	8	22
"TRIM10"	"aNE"	0	0	27	3
"TRIM11"	"aNE"	0	0	16	14
"TRIM13"	"aNE"	0	0	15	15
"TRIM14"	"aNE"	0	0	25	5
"TRIM15"	"aNE"	0	0	15	15
"TRIM16"	"NE"	0	0	5	25
"TRIM17"	"aNE"	0	0	29	1
"TRIM2"	"NE"	0	0	10	20
"TRIM21"	"NE"	0	0	11	19
"TRIM22"	"aNE"	0	0	18	12
"TRIM23"	"aNE"	0	0	21	9
"TRIM24"	"NE"	0	0	14	16
"TRIM25"	"aNE"	0	0	24	6
"TRIM26"	"aNE"	0	0	20	10
"TRIM27"	"NE"	0	0	12	18
"TRIM28"	"aNE"	0	0	29	1
"TRIM29"	"aNE"	0	0	17	13
"TRIM3"	"NE"	0	0	12	18
"TRIM31"	"NE"	0	0	12	18
"TRIM32"	"aNE"	0	0	23	7
"TRIM33"	"aNE"	0	0	24	6
"TRIM34"	"NE"	0	0	7	23
"TRIM35"	"NE"	0	0	6	24
"TRIM36"	"NE"	0	0	10	20
"TRIM37"	"aNE"	0	13	17	0
"TRIM38"	"aNE"	0	0	17	13
"TRIM39"	"NE"	0	0	10	20
"TRIM4"	"aNE"	0	0	20	10
"TRIM40"	"aNE"	0	0	22	8
"TRIM41"	"aNE"	0	0	19	11
"TRIM42"	"aNE"	0	0	18	12
"TRIM43"	"aNE"	0	1	29	0
"TRIM44"	"NE"	0	0	9	21
"TRIM45"	"aNE"	0	0	28	2
"TRIM46"	"aNE"	0	3	26	1
"TRIM47"	"aNE"	0	0	23	7
"TRIM49B"	"aNE"	0	0	16	14
"TRIM5"	"NE"	0	0	13	17
"TRIM50"	"aNE"	0	0	21	9
"TRIM52"	"aNE"	0	0	18	12
"TRIM54"	"aNE"	0	0	29	1
"TRIM55"	"aNE"	0	0	21	9
"TRIM56"	"aNE"	0	0	17	13
"TRIM58"	"NE"	0	0	2	28
"TRIM59"	"aNE"	0	0	17	13
"TRIM6"	"NE"	0	0	5	25
"TRIM60"	"NE"	0	0	11	19
"TRIM61"	"aNE"	0	3	27	0
"TRIM62"	"aNE"	0	0	18	12
"TRIM63"	"NE"	0	0	5	25
"TRIM65"	"aNE"	0	0	26	4
"TRIM67"	"aNE"	0	0	20	10
"TRIM68"	"NE"	0	0	8	22
"TRIM69"	"NE"	0	0	10	20
"TRIM7"	"NE"	0	0	10	20
"TRIM71"	"aNE"	0	0	22	8
"TRIM72"	"aNE"	0	0	23	7
"TRIM77"	"NE"	0	0	9	21
"TRIM8"	"aNE"	0	0	24	6
"TRIM9"	"aNE"	0	0	27	3
"TRIML1"	"NE"	0	0	4	26
"TRIML2"	"NE"	0	0	10	20
"TRIO"	"aNE"	0	4	26	0
"TRIOBP"	"aNE"	0	0	15	15
"TRIP10"	"aNE"	0	0	26	4
"TRIP11"	"aNE"	0	1	21	8
"TRIP12"	"aNE"	0	0	21	9
"TRIP13"	"aNE"	0	4	25	1
"TRIP4"	"aNE"	0	0	21	9
"TRIP6"	"aNE"	0	0	30	0
"TRIQK"	"NE"	0	1	11	18
"TRIR"	"aNE"	0	0	21	9
"TRIT1"	"aNE"	0	0	23	7
"TRMO"	"NE"	0	0	12	18
"TRMT1"	"aNE"	0	0	27	3
"TRMT10A"	"aNE"	0	0	22	8
"TRMT10B"	"NE"	0	0	10	20
"TRMT10C"	"aNE"	0	6	24	0
"TRMT11"	"aNE"	0	0	19	11
"TRMT112"	"E"	28	2	0	0
"TRMT12"	"aNE"	0	0	26	4
"TRMT13"	"NE"	0	0	14	16
"TRMT1L"	"aNE"	0	0	23	7
"TRMT2A"	"aNE"	0	0	20	10
"TRMT2B"	"NE"	NA	NA	NA	NA
"TRMT44"	"NE"	0	0	12	18
"TRMT5"	"aE"	5	22	3	0
"TRMT6"	"aNE"	0	9	20	1
"TRMT61A"	"aNE"	0	6	24	0
"TRMT61B"	"aNE"	0	0	21	9
"TRMT9B"	"NE"	0	0	8	22
"TRMU"	"aNE"	0	0	19	11
"TRNAU1AP"	"aNE"	0	3	25	2
"TRNP1"	"aNE"	0	0	27	3
"TRNT1"	"E"	17	11	2	0
"TRO"	"NE"	NA	NA	NA	NA
"TROAP"	"aNE"	0	0	29	1
"TRPA1"	"aNE"	0	0	18	12
"TRPC1"	"aNE"	0	0	22	8
"TRPC3"	"NE"	0	0	9	21
"TRPC4"	"aNE"	0	0	18	12
"TRPC4AP"	"aNE"	0	0	17	13
"TRPC5"	"aNE"	NA	NA	NA	NA
"TRPC6"	"aNE"	0	0	18	12
"TRPC7"	"aNE"	0	0	18	12
"TRPM1"	"NE"	0	0	12	18
"TRPM2"	"NE"	0	0	12	18
"TRPM3"	"NE"	0	0	6	24
"TRPM4"	"aNE"	0	0	15	15
"TRPM5"	"aNE"	0	0	25	5
"TRPM6"	"aNE"	0	0	22	8
"TRPM7"	"aNE"	3	9	18	0
"TRPM8"	"aNE"	0	0	25	5
"TRPS1"	"NE"	0	0	6	24
"TRPT1"	"aNE"	0	0	21	9
"TRPV1"	"aNE"	0	0	17	13
"TRPV2"	"aNE"	0	0	25	5
"TRPV3"	"NE"	0	0	11	19
"TRPV4"	"aNE"	0	0	21	9
"TRPV5"	"aNE"	0	0	18	12
"TRPV6"	"aNE"	0	0	23	7
"TRRAP"	"E"	28	2	0	0
"TRUB1"	"NE"	0	0	9	21
"TRUB2"	"aNE"	0	1	26	3
"TSACC"	"aNE"	0	1	29	0
"TSBP1"	"NE"	0	0	13	17
"TSC1"	"NE"	0	1	12	17
"TSC2"	"NE"	0	3	11	16
"TSC22D1"	"NE"	0	0	13	17
"TSC22D2"	"aNE"	0	10	19	1
"TSC22D3"	"NE"	NA	NA	NA	NA
"TSC22D4"	"aNE"	0	0	23	7
"TSEN15"	"NE"	0	0	12	18
"TSEN2"	"aE"	2	25	3	0
"TSEN34"	"aE"	0	18	11	1
"TSEN54"	"aE"	2	23	5	0
"TSFM"	"aNE"	0	9	21	0
"TSG101"	"E"	16	14	0	0
"TSGA10"	"aNE"	0	0	27	3
"TSGA13"	"aNE"	0	0	23	7
"TSHB"	"aNE"	0	0	30	0
"TSHR"	"NE"	0	0	9	21
"TSHZ1"	"NE"	0	0	4	26
"TSHZ2"	"NE"	0	0	13	17
"TSHZ3"	"NE"	0	0	4	26
"TSKS"	"aNE"	0	0	17	13
"TSKU"	"NE"	0	0	9	21
"TSLP"	"NE"	0	0	13	17
"TSN"	"NE"	0	0	13	17
"TSNARE1"	"aNE"	0	0	22	8
"TSNAX"	"aNE"	0	0	22	8
"TSNAXIP1"	"aNE"	0	0	23	7
"TSPAN1"	"aNE"	0	0	28	2
"TSPAN11"	"aNE"	0	0	30	0
"TSPAN12"	"NE"	0	0	10	20
"TSPAN13"	"NE"	0	0	8	22
"TSPAN14"	"aNE"	0	0	19	11
"TSPAN15"	"aNE"	0	0	20	10
"TSPAN16"	"aNE"	0	0	16	14
"TSPAN17"	"aNE"	0	0	19	11
"TSPAN18"	"aNE"	0	0	19	11
"TSPAN19"	"NE"	0	0	9	21
"TSPAN2"	"aNE"	0	0	22	8
"TSPAN3"	"NE"	0	0	7	23
"TSPAN31"	"aNE"	0	1	29	0
"TSPAN32"	"aNE"	0	0	18	12
"TSPAN33"	"aNE"	0	0	18	12
"TSPAN4"	"aNE"	0	0	27	3
"TSPAN5"	"aNE"	0	0	18	12
"TSPAN6"	"NE"	NA	NA	NA	NA
"TSPAN7"	"NE"	NA	NA	NA	NA
"TSPAN8"	"aNE"	0	0	16	14
"TSPAN9"	"aNE"	0	0	19	11
"TSPEAR"	"NE"	0	0	6	24
"TSPO"	"NE"	0	0	14	16
"TSPO2"	"NE"	0	0	10	20
"TSPOAP1"	"aNE"	0	0	18	12
"TSPYL1"	"aNE"	0	0	17	13
"TSPYL2"	"aNE"	NA	NA	NA	NA
"TSPYL4"	"NE"	0	0	11	19
"TSPYL5"	"aE"	2	26	2	0
"TSPYL6"	"NE"	0	0	10	20
"TSR1"	"E"	18	12	0	0
"TSR2"	"E"	NA	NA	NA	NA
"TSR3"	"aNE"	0	0	24	6
"TSSC4"	"NE"	0	0	5	25
"TSSK1B"	"aNE"	0	0	15	15
"TSSK2"	"aNE"	0	0	17	13
"TSSK3"	"aNE"	0	1	29	0
"TSSK4"	"aNE"	0	1	28	1
"TSSK6"	"aNE"	0	1	24	5
"TST"	"NE"	0	0	7	23
"TSTD1"	"aNE"	0	0	26	4
"TSTD2"	"aNE"	0	0	20	10
"TTBK1"	"aNE"	0	0	30	0
"TTBK2"	"NE"	0	0	6	24
"TTC1"	"aE"	8	21	1	0
"TTC12"	"NE"	0	0	5	25
"TTC13"	"aNE"	0	0	21	9
"TTC14"	"aNE"	0	0	28	2
"TTC16"	"NE"	0	0	12	18
"TTC17"	"NE"	0	0	13	17
"TTC19"	"aNE"	0	1	25	4
"TTC21A"	"NE"	0	0	7	23
"TTC21B"	"aNE"	0	0	18	12
"TTC22"	"aNE"	0	0	26	4
"TTC23"	"NE"	0	0	3	27
"TTC23L"	"NE"	0	0	10	20
"TTC24"	"aNE"	0	0	29	1
"TTC26"	"aNE"	0	0	21	9
"TTC27"	"E"	27	3	0	0
"TTC28"	"NE"	0	0	12	18
"TTC29"	"aNE"	0	0	19	11
"TTC3"	"NE"	0	0	9	21
"TTC30A"	"aNE"	0	0	17	13
"TTC30B"	"aNE"	0	0	16	14
"TTC31"	"NE"	0	0	14	16
"TTC32"	"NE"	0	0	13	17
"TTC33"	"aNE"	0	0	25	5
"TTC34"	"NE"	0	0	8	22
"TTC36"	"aNE"	0	0	22	8
"TTC37"	"aNE"	0	0	26	4
"TTC38"	"aNE"	0	0	18	12
"TTC39A"	"aNE"	0	0	23	7
"TTC39B"	"NE"	0	0	5	25
"TTC39C"	"NE"	0	0	10	20
"TTC4"	"aE"	2	18	10	0
"TTC5"	"aNE"	0	0	30	0
"TTC7A"	"aNE"	0	0	29	1
"TTC7B"	"aNE"	0	0	22	8
"TTC8"	"NE"	0	0	12	18
"TTC9"	"NE"	0	0	12	18
"TTC9B"	"aNE"	0	0	19	11
"TTC9C"	"aNE"	0	1	27	2
"TTF1"	"aNE"	0	7	23	0
"TTF2"	"aE"	1	23	6	0
"TTI1"	"aE"	6	22	2	0
"TTI2"	"aE"	1	20	9	0
"TTK"	"aE"	9	14	6	1
"TTL"	"aNE"	0	0	26	4
"TTLL1"	"NE"	0	0	10	20
"TTLL10"	"NE"	0	0	13	17
"TTLL11"	"aNE"	0	0	25	5
"TTLL12"	"aNE"	0	0	16	14
"TTLL2"	"NE"	0	0	14	16
"TTLL3"	"aNE"	0	0	19	11
"TTLL4"	"aNE"	0	0	17	13
"TTLL5"	"aNE"	0	0	26	4
"TTLL6"	"aNE"	0	0	23	7
"TTLL7"	"aNE"	0	0	22	8
"TTLL9"	"NE"	0	0	5	25
"TTN"	"aNE"	0	0	19	11
"TTPA"	"aNE"	0	0	15	15
"TTPAL"	"aNE"	0	0	19	11
"TTR"	"NE"	0	0	4	26
"TTYH1"	"NE"	0	0	11	19
"TTYH2"	"aNE"	0	0	22	8
"TTYH3"	"aNE"	0	0	18	12
"TUB"	"aNE"	0	0	20	10
"TUBA1A"	"aNE"	0	0	28	2
"TUBA1B"	"E"	24	6	0	0
"TUBA3C"	"aNE"	0	0	27	3
"TUBA3D"	"aNE"	0	1	29	0
"TUBA4A"	"aNE"	0	0	30	0
"TUBA8"	"aNE"	0	0	20	10
"TUBAL3"	"NE"	0	0	4	26
"TUBB"	"E"	28	2	0	0
"TUBB1"	"aNE"	0	0	22	8
"TUBB2A"	"aNE"	0	0	18	12
"TUBB2B"	"aNE"	0	0	21	9
"TUBB3"	"aNE"	0	0	24	6
"TUBB4A"	"aNE"	0	0	23	7
"TUBB4B"	"aNE"	1	5	24	0
"TUBB6"	"NE"	0	0	2	28
"TUBD1"	"aNE"	0	4	26	0
"TUBE1"	"aNE"	0	6	22	2
"TUBG1"	"E"	17	13	0	0
"TUBG2"	"aNE"	0	0	30	0
"TUBGCP2"	"E"	27	2	1	0
"TUBGCP3"	"E"	26	4	0	0
"TUBGCP4"	"E"	17	13	0	0
"TUBGCP5"	"E"	24	6	0	0
"TUBGCP6"	"aE"	4	18	8	0
"TUFM"	"aNE"	0	1	25	4
"TUFT1"	"aNE"	0	0	26	4
"TULP1"	"aNE"	0	0	24	6
"TULP2"	"aNE"	0	0	23	7
"TULP3"	"NE"	0	0	9	21
"TULP4"	"aNE"	0	0	24	6
"TUSC1"	"aNE"	0	0	17	13
"TUSC2"	"aNE"	0	3	27	0
"TUSC3"	"NE"	0	0	9	21
"TUT1"	"E"	30	0	0	0
"TUT4"	"NE"	0	0	11	19
"TUT7"	"aNE"	0	0	24	6
"TVP23A"	"aNE"	0	0	20	10
"TWF1"	"aNE"	1	14	15	0
"TWF2"	"aNE"	0	0	25	5
"TWIST1"	"NE"	0	0	7	23
"TWIST2"	"NE"	0	0	13	17
"TWNK"	"aNE"	0	7	21	2
"TWSG1"	"NE"	0	0	5	25
"TXK"	"aNE"	0	0	29	1
"TXLNA"	"aNE"	0	0	21	9
"TXLNB"	"NE"	0	0	11	19
"TXLNG"	"aNE"	NA	NA	NA	NA
"TXN"	"aE"	13	17	0	0
"TXN2"	"aNE"	0	0	26	4
"TXNDC11"	"aNE"	0	0	22	8
"TXNDC12"	"aNE"	0	0	28	2
"TXNDC15"	"aNE"	0	0	25	5
"TXNDC16"	"aNE"	0	0	23	7
"TXNDC17"	"aNE"	0	1	24	5
"TXNDC2"	"NE"	0	0	2	28
"TXNDC5"	"NE"	0	0	3	27
"TXNDC8"	"aNE"	0	0	18	12
"TXNDC9"	"aNE"	0	0	30	0
"TXNIP"	"NE"	0	0	13	17
"TXNL1"	"aNE"	0	0	24	6
"TXNL4A"	"E"	29	1	0	0
"TXNL4B"	"aE"	11	15	4	0
"TXNRD1"	"aNE"	2	8	13	7
"TXNRD2"	"aNE"	0	0	22	8
"TYK2"	"aNE"	0	0	23	7
"TYMP"	"aNE"	0	0	21	9
"TYMS"	"aNE"	3	5	21	1
"TYR"	"NE"	0	0	10	20
"TYRO3"	"aNE"	0	2	27	1
"TYROBP"	"NE"	0	0	13	17
"TYRP1"	"aNE"	0	0	19	11
"TYSND1"	"aNE"	0	0	18	12
"TYW1"	"aNE"	0	0	23	7
"TYW3"	"aNE"	0	0	24	6
"TYW5"	"aNE"	0	0	15	15
"U2AF1L4"	"aNE"	0	0	21	9
"U2AF2"	"E"	30	0	0	0
"U2SURP"	"E"	30	0	0	0
"UACA"	"aNE"	0	0	22	8
"UAP1"	"aNE"	0	7	23	0
"UAP1L1"	"aNE"	0	0	22	8
"UBA1"	"E"	NA	NA	NA	NA
"UBA2"	"E"	25	5	0	0
"UBA3"	"aE"	3	23	3	1
"UBA5"	"aE"	3	18	9	0
"UBA52"	"E"	30	0	0	0
"UBA6"	"aNE"	0	1	24	5
