,source,target
1095436,SLC6A4,TMEM160
1095437,RAP2A,SLC6A4
1095438,PAICS,SLC6A4
1095439,SLC6A4,SRSF3
1095440,SLC6A4,GRIA1
1095441,SLC6A4,GRIA4
1095442,SLC6A4,G3BP2
1095443,RAB5A,SLC6A4
1095444,SLC6A4,STOX1
1095445,SLC6A4,FCHO2
1095446,SLC6A4,HSPH1
1095447,SLC6A4,BDH1
1095448,PFKL,SLC6A4
1095449,SLC6A4,FAM98A
1095450,MAG,SLC6A4
1095451,SLC6A4,LETMD1
1095452,SLC6A4,HTRA1
1095453,SLC6A4,CEP250
1095454,SLC6A4,NEGR1
1095455,ACSL3,SLC6A4
1095456,SLC6A4,FXR2
1095457,SLC6A4,CPT1A
1095458,MYO1C,SLC6A4
1095459,SLC6A4,CLIP2
1095460,SLC6A4,DNAJA3
1095461,SLC6A4,SLC25A33
1095462,SLC6A4,CDK18
1095463,SLC6A4,DNAJC11
1095464,SLC6A4,GRIN2A
1095465,SLC6A4,TMCC3
1095466,DNAJB6,SLC6A4
1095467,SLC6A4,TRIM32
1095468,SLC6A4,XPNPEP3
1095469,SLC6A4,PCBP1
1095470,SORBS2,SLC6A4
1095471,SLC6A4,SYNPO
1095472,SLC6A4,BAIAP2
1095473,SLC6A4,AGK
1095474,SLC6A4,DLG3
1095475,ELAVL4,SLC6A4
1095476,SLC6A4,GRIA3
1095477,SLC6A4,ELFN2
1095478,PCMT1,SLC6A4
1095479,CPE,SLC6A4
1095480,SYT5,SLC6A4
1095481,SLC6A4,DTNA
1095482,ACTN1,SLC6A4
1095483,SLC6A4,ELAVL2
1095484,SLC6A4,NUMB
1095485,SLC6A4,FAM120C
1095486,ATP6V1B2,SLC6A4
1095487,ARPC3,SLC6A4
1095488,SLC6A4,RAB18
1095489,SLC6A4,SMC5
1095490,NCAN,SLC6A4
1095491,SLC6A4,RAPGEF2
1095492,SLC6A4,FRMPD1
1095493,SLC6A4,CNRIP1
1095494,SLC6A4,GABBR1
1095495,ARPC2,SLC6A4
1095496,SLC6A4,MYL6
1095497,TXN,SLC6A4
1095498,ATP2B1,SLC6A4
1095499,SLC6A4,DGKZ
1095500,PDCD6,SLC6A4
1095501,SLC6A4,ALG2
1095502,SLC6A4,MTFR1L
1095503,SLC6A4,DYNLL1
1095504,SLC6A4,GLRB
1095505,KCNQ2,SLC6A4
1095506,SLC6A4,KCNJ10
1095507,BTBD11,SLC6A4
1095508,SLC6A4,PPP1CA
1095509,SLC6A4,HACD3
1095510,SLC6A4,GSK3B
1095511,SLC6A4,MIB2
1095512,SLC6A4,PPT1
1095513,SLC6A4,KCTD12
1095514,SLC6A4,PHB
1095515,SLC6A4,ACTR3
1095516,SLC6A4,CTTN
1095517,SLC6A4,DCAF7
1095518,SLC6A4,RPH3A
1095519,LANCL1,SLC6A4
1095520,WFS1,SLC6A4
1095521,CLDN11,SLC6A4
1095522,MPC2,SLC6A4
1095523,SLC6A4,LONP2
1095524,SLC6A4,PHB2
1095525,SLC6A4,CSNK1D
1095526,SLC6A4,AGAP3
1095527,SLC6A4,CCDC15
1095528,NDUFA4,SLC6A4
1095529,SLC6A4,ANKS1B
1095530,SLC6A4,ARPC4
1095531,SLC6A4,ADGRV1
1095532,SLC6A4,ADD2
1095533,SLC6A4,ARF3
1095534,MTX2,SLC6A4
1095535,SLC6A4,STXBP5
1095536,SLC6A4,RUNDC3A
1095537,SLC6A4,CAPZA2
1095538,SLC6A4,VDAC3
1095539,SLC6A4,AP2S1
1095540,UQCRQ,SLC6A4
1095541,SLC6A4,DYNLL2
1095542,SLC25A5,SLC6A4
1095543,SLC6A4,DBNL
1095544,SLC6A4,ACTA2
1095545,SLC6A4,LIFR
1095546,FLOT1,SLC6A4
1095547,HSPA8,MEF2D
1095548,TIAM1,SMO
1095549,MAP2,SMO
1095550,ITSN1,SMO
1095551,SMO,MAST1
1095552,SMO,SCAPER
1095553,SMO,FRMD4A
1095554,CDKL5,SMO
1095555,DGKZ,SMO
1095556,SQSTM1,TSG101
1095557,SNAI1,SQSTM1
1095558,SNAI2,SQSTM1
1095559,MMP2,SQSTM1
1095560,MMP9,SQSTM1
1095561,NR3C1,MBD2
1095562,EGR1,MBD2
1095563,HSP90AB1,CKB
1095564,GRIN2D,DOCK3
1095565,GLI3,SMARCA4
1095566,SYN3,SNCA
1095567,PAX6,INSM1
1095568,PER2,NR1D1
1095569,FLRT2,ADGRL1
1095570,ADGRL1,FLRT3
1095571,ITGA3,SLC6A4
1095572,TRIM14,NLRP3
1095573,TRIM47,NLRP3
1095574,RNF213,NLRP3
1095575,FOXP3,BRD9
1095576,ARPC3,LRRK2
1095577,RNASE1,LRRK2
1095578,GINS4,TIMELESS
1095579,CFD,XYLT1
1095580,CFD,GART
1095581,CFD,AARS1
1095582,CFD,PAM
1095583,CFD,CD81
1095584,CFD,MAX
1095585,CFD,SND1
1095586,CFD,TOP1
1095587,CFD,TAOK3
1095588,CFD,ITGB1
1095589,CFD,RBM25
1095590,CFD,BTF3
1095591,CFD,MCM2
1095592,CFD,MMGT1
1095593,CFD,NPC2
1095594,CFD,FNDC3B
1095595,CFD,RPL24
1095596,CFD,EPB41L1
1095597,CFD,ADAM17
1095598,XPO1,CFD
1095599,CFD,EFTUD2
1095600,CFD,MECP2
1095601,CFD,SNIP1
1095602,CFD,SERBP1
1095603,MYO1C,CFD
1095604,CFD,OSBPL9
1095605,CFD,HNRNPU
1095606,CFD,CEBPG
1095607,CFD,RBM12
1095608,CFD,RERE
1095609,CFD,RPL38
1095610,ACTN4,CFD
1095611,CFD,DIS3
1095612,CFD,SLC4A1AP
1095613,CFD,UBE2G2
1095614,CFD,TJAP1
1095615,CFD,HDLBP
1095616,CFD,EMC1
1095617,CFD,RPL27A
1095618,CFD,RPL15
1095619,CFD,RRBP1
1095620,CFD,NME3
1095621,CFD,MCFD2
1095622,CFD,EMC4
1095623,CFD,CCNL1
1095624,CFD,MTDH
1095625,UNC5C,CFD
1095626,CFD,ELOA
1095627,CFD,TMEM214
1095628,CFD,RPL3
1095629,CFD,SRRT
1095630,CFD,EMC7
1095631,CFD,RPL8
1095632,CFD,STIM1
1095633,CFD,TMEM231
1095634,CFD,CKAP4
1095635,CFD,PIP4K2A
1095636,CFD,RPL34
1095637,CFD,RPS7
1095638,CFD,ZC3HAV1
1095639,CFD,RBM39
1095640,CFD,GOLGA1
1095641,CFD,UBAP2L
1095642,CFD,RPS2
1095643,CFD,ANKLE2
1095644,CFD,VIM
1095645,CFD,DDX1
1095646,GFPT2,CFD
1095647,CFD,HNRNPA3
1095648,CFD,SSR3
1095649,CFD,RPS15A
1095650,CFD,CYFIP2
1095651,CFD,IMMT
1095652,CFD,SEL1L
1095653,CFD,ZFYVE1
1095654,CFD,VCPIP1
1095655,CFD,AKAP9
1095656,PLOD2,CFD
1095657,CFD,GGCX
1095658,CFD,ASPH
1095659,CFD,PFKM
1095660,CFD,RPL11
1095661,CFD,RPS11
1095662,CFD,TIMM13
1095663,CFD,SLC66A3
1095664,CFD,RPS9
1095665,CBX4,CFD
1095666,HAT1,CFD
1095667,CFD,CHP1
1095668,PRPF6,CFD
1095669,CFD,DNAJC16
1095670,CFD,MYBBP1A
1095671,CFD,SRP68
1095672,ADAM10,CFD
1095673,CFD,CPT1C
1095674,CFD,GFPT1
1095675,CFD,SUPT16H
1095676,CFD,OSBPL11
1095677,CFD,SF3A1
1095678,CFD,HACD3
1095679,CFD,PFKL
1095680,CFD,ASXL3
1095681,CFD,HACD2
1095682,CFD,EMC6
1095683,CFD,CPEB4
1095684,CFD,SFPQ
1095685,CFD,TLE1
1095686,CFD,EMC3
1095687,CFD,PFKP
1095688,CFD,MRPS23
1095689,CFD,MEPCE
1095690,NUDT21,CFD
1095691,CFD,XPO7
1095692,CFD,CFL1
1095693,DHX15,CFD
1095694,CFD,ADAR
1095695,CFD,NCL
1095696,CFD,MNT
1095697,CFD,EMC2
1095698,CFD,VPS29
1095699,CFD,LUC7L2
1095700,CFD,LEMD3
1095701,CFD,COLGALT1
1095702,CFD,GNAZ
1095703,ESYT2,CFD
1095704,CFD,MCM7
1095705,CFD,CHCHD3
1095706,CFD,CTTN
1095707,CFD,SLC39A6
1095708,CFD,CPSF7
1095709,CFD,RSBN1
1095710,CFD,AMPD2
1095711,CFD,PARP10
1095712,CFD,ATP2A2
1095713,CFD,SRSF3
1095714,CFD,RTRAF
1095715,CFD,USP20
1095716,EMC8,CFD
1095717,ACSL3,CFD
1095718,CFD,SLC3A2
1095719,CFD,SEC23A
1095720,CFD,RNF20
1095721,CFD,DERL1
1095722,CFD,UBAP2
1095723,CFD,CSNK2B
1095724,CFD,ATAD1
1095725,CFD,DNAJC10
1095726,CFD,SEC23B
1095727,CFD,PIP4K2B
1095728,CFD,MCM3
1095729,AGPS,CFD
1095730,CFD,ECHDC2
1095731,CFD,ADAMTS1
1095732,CFD,CLCN5
1095733,CFD,SEC63
1095734,CFD,POMT2
1095735,CFD,MCM4
1095736,CFD,RPL22
1095737,CFD,SLC30A5
1095738,CFD,MOGS
1095739,CFD,TGM2
1095740,CFD,RPS4X
1095741,CFD,PDIA4
1095742,CFD,TMEM53
1095743,CFD,DARS1
1095744,CFD,ZNF143
1095745,CFD,TRA2B
1095746,CFD,ELOVL5
1095747,CFD,CTBP1
1095748,SLC25A12,CFD
1095749,HTATSF1,CFD
1095750,ELP1,CFD
1095751,CFD,PLOD1
1095752,CFD,FURIN
1095753,CFD,ATP13A1
1095754,CFD,SEH1L
1095755,CFD,OAS2
1095756,CFD,GOLGA5
1095757,CFD,CHID1
1095758,CFD,CLTC
1095759,CFD,VAPA
1095760,KIF3C,CFD
1095761,CFD,CPSF6
1095762,CFD,ARF4
1095763,CFD,PCBP3
1095764,CFD,RPS14
1095765,PRPF40A,CFD
1095766,CFD,RPS5
1095767,CFD,OXA1L
1095768,CFD,CISD2
1095769,CFD,FAM120C
1095770,CFD,CPSF2
1095771,CFD,DPP9
1095772,CFD,OGDH
1095773,CFD,HNRNPA2B1
1095774,CFD,PPIL4
1095775,CFD,ARHGAP23
1095776,CFD,TMTC3
1095777,CFD,TRIM28
1095778,CFD,MCM6
1095779,CFD,SRSF1
1095780,CFD,MBOAT7
1095781,CFD,DLAT
1095782,CFD,PBXIP1
1095783,CFD,DNAJB12
1095784,CFD,RPL13
1095785,CFD,MYL6
1095786,CFD,LTBP3
1095787,CFD,CYBC1
1095788,CFD,ATP1A1
1095789,CFD,RANBP10
1095790,UGDH,CFD
1095791,CFD,SRPRA
1095792,CFD,PIP4K2C
1095793,CFD,IQGAP1
1095794,CFD,STIM2
1095795,CFD,DDX42
1095796,CFD,DAD1
1095797,SEC24B,CFD
1095798,CFD,PFN1
1095799,CFD,QSOX2
1095800,CFD,RPS6
1095801,CFD,RPS16
1095802,CFD,CD248
1095803,CFD,HSP90AB1
1095804,CFD,CERS5
1095805,CFD,SCPEP1
1095806,CFD,RPL30
1095807,SURF4,CFD
1095808,CFD,EXT1
1095809,CFD,SEC61A1
1095810,CFD,ECHDC1
1095811,CFD,SSR4
1095812,CFD,SLC39A1
1095813,CFD,ABCD3
1095814,CFD,SNX33
1095815,CFD,H2AZ1
1095816,CFD,RPL19
1095817,CFD,RTCB
1095818,PLOD3,CFD
1095819,CFD,MSN
1095820,CFD,GPHN
1095821,CTIF,CFD
1095822,CFD,ENAH
1095823,CFD,CMTR1
1095824,CFD,CREB5
1095825,CFD,SLC25A24
1095826,CYB5A,CFD
1095827,CLPTM1,CFD
1095828,CFD,SUB1
1095829,CFD,ITGB5
1095830,CFD,TRAPPC9
1095831,USO1,CFD
1095832,CFD,TIMM50
1095833,EPB41L2,CFD
1095834,CFD,SAP130
1095835,CFD,ADAMTS5
1095836,CFD,LOXL3
1095837,CFD,SPEG
1095838,SPTLC2,CFD
1095839,CFD,B3GLCT
1095840,CFD,DCAF5
1095841,CFD,HNRNPM
1095842,PIK3CD,CFD
1095843,CFD,KPNB1
1095844,CFD,PTRH2
1095845,CFD,MAVS
1095846,CFD,MMP2
1095847,CFD,DYRK1A
1095848,CFD,CBLL1
1095849,CFD,SARAF
1095850,CFD,H1-2
1095851,FADS2,CFD
1095852,CFD,TECR
1095853,CFD,PARP12
1095854,MPC2,CFD
1095855,TAPBP,CFD
1095856,CFD,SKA2
1095857,CFD,SCFD1
1095858,CFD,P3H1
1095859,CFD,SLC30A1
1095860,U2SURP,CFD
1095861,CFD,PTPN14
1095862,CFD,CAT
1095863,CFD,ARF3
1095864,CFD,EXT2
1095865,CFD,LSS
1095866,CFD,LRRC59
1095867,H6PD,CFD
1095868,CFD,ATP2B1
1095869,CFD,SNRPE
1095870,CFD,ELOB
1095871,CFD,SELENOT
1095872,CFD,SLC25A5
1095873,CFD,STT3B
1095874,CFD,USP30
1095875,CFD,SLC39A7
1095876,CFD,RPS21
1095877,AP3D1,CFD
1095878,CFD,IGF2BP2
1095879,CFD,LSM12
1095880,CFD,ABCC1
1095881,CFD,CERCAM
1095882,CFD,EPB41L3
1095883,CFD,TOR1AIP2
1095884,CFD,RHEB
1095885,CFD,THAP11
1095886,AP1G1,CFD
1095887,CFD,CD44
1095888,CFD,BCAP31
1095889,CFD,ECM1
1095890,CFD,MAN1B1
1095891,CFD,COL6A1
1095892,CFD,FKBP11
1095893,CFD,SEC62
1095894,CFD,RPL7
1095895,CFD,RHBDD2
1095896,CFD,CTPS1
1095897,CFD,ORMDL3
1095898,CFD,TMX1
1095899,CFD,YWHAZ
1095900,CFD,AHNAK
1095901,MAN1A2,CFD
1095902,CFD,EMC10
1095903,CFD,RAB1B
1095904,CFD,TBPL1
1095905,CFD,TMEM33
1095906,CFD,AKT1
1095907,CFD,VCP
1095908,CFD,NDC1
1095909,CFD,DDR2
1095910,CFD,HDAC6
1095911,CFD,ALDH3A2
1095912,CFD,STARD13
1095913,CFD,LUZP1
1095914,CFD,STT3A
1095915,CFD,SLC27A3
1095916,CFD,AAAS
1095917,CFD,NSF
1095918,CFD,TMED2
1095919,CFD,PHLDA1
1095920,CFD,NQO2
1095921,CFD,ISG15
1095922,CFD,POR
1095923,CFD,LCLAT1
1095924,PLXNB2,CFD
1095925,CFD,PTPRK
1095926,CFD,LOXL2
1095927,CFD,MCU
1095928,CFD,CRLS1
1095929,CFD,TMX4
1095930,CFD,HSPA5
1095931,ERLIN2,CFD
1095932,CFD,ACBD3
1095933,SGPL1,CFD
1095934,CFD,TUBB4B
1095935,CFD,METTL9
1095936,CFD,GARS1
1095937,CFD,POMGNT1
1095938,CFD,CCDC50
1095939,CFD,COL6A2
1095940,ILVBL,CFD
1095941,PEX11B,CFD
1095942,CFD,SIK3
1095943,BRD4,CFD
1095944,CFD,CCT2
1095945,LDHA,CFD
1095946,CFD,GBE1
1095947,CFD,SLC9A6
1095948,CFD,DNAJB9
1095949,CFD,SLC4A7
1095950,CFD,LPCAT3
1095951,CFD,EPB41L4A
1095952,CFD,PVR
1095953,CFD,FLNA
1095954,CFD,NONO
1095955,SLC25A17,CFD
1095956,CFD,PDZD8
1095957,CFD,TMEM165
1095958,PDXK,CFD
1095959,CFD,SLFN5
1095960,CPD,CFD
1095961,CFD,TMEM147
1095962,CFD,ENG
1095963,CFD,LOXL4
1095964,CFD,ZYX
1095965,CFD,FUNDC2
1095966,XYLT1,FNDC5
1095967,GART,FNDC5
1095968,AARS1,FNDC5
1095969,PAM,FNDC5
1095970,CD81,FNDC5
1095971,MAX,FNDC5
1095972,SND1,FNDC5
1095973,TOP1,FNDC5
1095974,FNDC5,TAOK3
1095975,ITGB1,FNDC5
1095976,RBM25,FNDC5
1095977,BTF3,FNDC5
1095978,MCM2,FNDC5
1095979,MMGT1,FNDC5
1095980,NPC2,FNDC5
1095981,FNDC3B,FNDC5
1095982,RPL24,FNDC5
1095983,FNDC5,EPB41L1
1095984,ADAM17,FNDC5
1095985,RPL23,FNDC5
1095986,XPO1,FNDC5
1095987,EFTUD2,FNDC5
1095988,MECP2,FNDC5
1095989,FNDC5,SNIP1
1095990,FNDC5,SERBP1
1095991,MYO1C,FNDC5
1095992,FNDC5,OSBPL9
1095993,FNDC5,RPL10L
1095994,HNRNPU,FNDC5
1095995,CEBPG,FNDC5
1095996,FNDC5,RBM12
1095997,FNDC5,RERE
1095998,RPL38,FNDC5
1095999,ACTN4,FNDC5
1096000,FNDC5,DIS3
1096001,FNDC5,SLC4A1AP
1096002,UBE2G2,FNDC5
1096003,IMPG1,FNDC5
1096004,TJAP1,FNDC5
1096005,HDLBP,FNDC5
1096006,EMC1,FNDC5
1096007,RPL27A,FNDC5
1096008,RPL15,FNDC5
1096009,FNDC5,RRBP1
1096010,NME3,FNDC5
1096011,RPS8,FNDC5
1096012,FNDC5,MCFD2
1096013,EMC4,FNDC5
1096014,FNDC5,CCNL1
1096015,MTDH,FNDC5
1096016,UNC5C,FNDC5
1096017,ELOA,FNDC5
1096018,TMEM214,FNDC5
1096019,RPL3,FNDC5
1096020,TMEM199,FNDC5
1096021,FNDC5,SRRT
1096022,FNDC5,EMC7
1096023,RPL8,FNDC5
1096024,STIM1,FNDC5
1096025,RPL4,FNDC5
1096026,FNDC5,TMEM231
1096027,RPL7A,FNDC5
1096028,CKAP4,FNDC5
1096029,PIP4K2A,FNDC5
1096030,RPL34,FNDC5
1096031,RPS7,FNDC5
1096032,ZC3HAV1,FNDC5
1096033,RBM39,FNDC5
1096034,FNDC5,GOLGA1
1096035,UBAP2L,FNDC5
1096036,RPS2,FNDC5
1096037,ANKLE2,FNDC5
1096038,VIM,FNDC5
1096039,FNDC5,DDX1
1096040,GFPT2,FNDC5
1096041,HNRNPA3,FNDC5
1096042,FNDC5,SSR3
1096043,RPS15A,FNDC5
1096044,FNDC5,CYFIP2
1096045,IMMT,FNDC5
1096046,FNDC5,SEL1L
1096047,FNDC5,ZFYVE1
1096048,FNDC5,VCPIP1
1096049,FNDC5,AKAP9
1096050,PLOD2,FNDC5
1096051,GGCX,FNDC5
1096052,RPS3A,FNDC5
1096053,ASPH,FNDC5
1096054,PFKM,FNDC5
1096055,RPL11,FNDC5
1096056,RPS11,FNDC5
1096057,FNDC5,TIMM13
1096058,SLC66A3,FNDC5
1096059,RPS9,FNDC5
1096060,CBX4,FNDC5
1096061,HAT1,FNDC5
1096062,FNDC5,CHP1
1096063,PRPF6,FNDC5
1096064,FNDC5,DNAJC16
1096065,RPL36A,FNDC5
1096066,FNDC5,MYBBP1A
1096067,FNDC5,SRP68
1096068,ADAM10,FNDC5
1096069,FNDC5,CPT1C
1096070,UBA7,FNDC5
1096071,GFPT1,FNDC5
1096072,FNDC5,SUPT16H
1096073,FNDC5,OSBPL11
1096074,HSPA8,FNDC5
1096075,SF3A1,FNDC5
1096076,FNDC5,HACD3
1096077,PFKL,FNDC5
1096078,FNDC5,ASXL3
1096079,HACD2,FNDC5
1096080,FNDC5,EMC6
1096081,CPEB4,FNDC5
1096082,SFPQ,FNDC5
1096083,TLE1,FNDC5
1096084,FNDC5,EMC3
1096085,PFKP,FNDC5
1096086,FNDC5,MRPS23
1096087,MEPCE,FNDC5
1096088,NUDT21,FNDC5
1096089,FNDC5,XPO7
1096090,CFL1,FNDC5
1096091,DHX15,FNDC5
1096092,ADAR,FNDC5
1096093,NCL,FNDC5
1096094,FNDC5,MNT
1096095,EMC2,FNDC5
1096096,FNDC5,VPS29
1096097,FNDC5,LUC7L2
1096098,FNDC5,LEMD3
1096099,FNDC5,COLGALT1
1096100,GNAZ,FNDC5
1096101,ESYT2,FNDC5
1096102,MCM7,FNDC5
1096103,FNDC5,CHCHD3
1096104,CTTN,FNDC5
1096105,SLC39A6,FNDC5
1096106,CPSF7,FNDC5
1096107,RSBN1,FNDC5
1096108,AMPD2,FNDC5
1096109,PARP10,FNDC5
1096110,ATP2A2,FNDC5
1096111,SRSF3,FNDC5
1096112,FNDC5,RTRAF
1096113,FNDC5,USP20
1096114,EMC8,FNDC5
1096115,ACSL3,FNDC5
1096116,SLC3A2,FNDC5
1096117,SEC23A,FNDC5
1096118,RNF20,FNDC5
1096119,FNDC5,DERL1
1096120,UBAP2,FNDC5
1096121,CSNK2B,FNDC5
1096122,FNDC5,ATAD1
1096123,DNAJC10,FNDC5
1096124,RPS13,FNDC5
1096125,SEC23B,FNDC5
1096126,FNDC5,GBP5
1096127,PIP4K2B,FNDC5
1096128,MCM3,FNDC5
1096129,AGPS,FNDC5
1096130,ECHDC2,FNDC5
1096131,FNDC5,ADAMTS1
1096132,CLCN5,FNDC5
1096133,FNDC5,SEC63
1096134,FNDC5,POMT2
1096135,MCM4,FNDC5
1096136,RPL22,FNDC5
1096137,FNDC5,SLC30A5
1096138,MOGS,FNDC5
1096139,TGM2,FNDC5
1096140,RPS4X,FNDC5
1096141,PDIA4,FNDC5
1096142,TMEM53,FNDC5
1096143,DARS1,FNDC5
1096144,ZNF143,FNDC5
1096145,TRA2B,FNDC5
1096146,FNDC5,ELOVL5
1096147,CTBP1,FNDC5
1096148,SLC25A12,FNDC5
1096149,HTATSF1,FNDC5
1096150,ELP1,FNDC5
1096151,PLOD1,FNDC5
1096152,FURIN,FNDC5
1096153,FNDC5,ATP13A1
1096154,FNDC5,SEH1L
1096155,OAS2,FNDC5
1096156,FNDC5,GOLGA5
1096157,FNDC5,CHID1
1096158,CLTC,FNDC5
1096159,FNDC5,VAPA
1096160,KIF3C,FNDC5
1096161,CPSF6,FNDC5
1096162,ARF4,FNDC5
1096163,PCBP3,FNDC5
1096164,RPS14,FNDC5
1096165,PRPF40A,FNDC5
1096166,P3H3,FNDC5
1096167,RPS5,FNDC5
1096168,OXA1L,FNDC5
1096169,CISD2,FNDC5
1096170,FNDC5,FAM120C
1096171,FNDC5,CPSF2
1096172,DPP9,FNDC5
1096173,OGDH,FNDC5
1096174,HNRNPA2B1,FNDC5
1096175,FNDC5,PPIL4
1096176,FNDC5,ARHGAP23
1096177,TMTC3,FNDC5
1096178,TRIM28,FNDC5
1096179,MCM6,FNDC5
1096180,SRSF1,FNDC5
1096181,FNDC5,MBOAT7
1096182,DLAT,FNDC5
1096183,FNDC5,PBXIP1
1096184,FNDC5,DNAJB12
1096185,RPL13,FNDC5
1096186,MYL6,FNDC5
1096187,FNDC5,LTBP3
1096188,NEDD4,FNDC5
1096189,FNDC5,CYBC1
1096190,ATP1A1,FNDC5
1096191,SERPINH1,FNDC5
1096192,RANBP10,FNDC5
1096193,UGDH,FNDC5
1096194,SRPRA,FNDC5
1096195,FNDC5,PIP4K2C
1096196,IQGAP1,FNDC5
1096197,FNDC5,NCLN
1096198,FNDC5,STIM2
1096199,DDX42,FNDC5
1096200,DAD1,FNDC5
1096201,SEC24B,FNDC5
1096202,PFN1,FNDC5
1096203,QSOX2,FNDC5
1096204,RPS6,FNDC5
1096205,RPS16,FNDC5
1096206,FNDC5,CD248
1096207,HSP90AB1,FNDC5
1096208,CERS5,FNDC5
1096209,FNDC5,SCPEP1
1096210,RPL30,FNDC5
1096211,SURF4,FNDC5
1096212,EXT1,FNDC5
1096213,SEC61A1,FNDC5
1096214,FNDC5,ECHDC1
1096215,SSR4,FNDC5
1096216,FNDC5,SLC39A1
1096217,ABCD3,FNDC5
1096218,FNDC5,SPDL1
1096219,FNDC5,SNX33
1096220,H2AZ1,FNDC5
1096221,FNDC5,GPX8
1096222,A0A0J9YVX5,FNDC5
1096223,RPL19,FNDC5
1096224,FNDC5,RTCB
1096225,PLOD3,FNDC5
1096226,MSN,FNDC5
1096227,FNDC5,GPHN
1096228,CTIF,FNDC5
1096229,ENAH,FNDC5
1096230,CMTR1,FNDC5
1096231,CREB5,FNDC5
1096232,SLC25A24,FNDC5
1096233,CYB5A,FNDC5
1096234,CLPTM1,FNDC5
1096235,SUB1,FNDC5
1096236,ITGB5,FNDC5
1096237,FNDC5,TRAPPC9
1096238,GCNT2,FNDC5
1096239,USO1,FNDC5
1096240,COL3A1,FNDC5
1096241,TIMM50,FNDC5
1096242,EPB41L2,FNDC5
1096243,FNDC5,SAP130
1096244,FNDC5,ADAMTS5
1096245,LOXL3,FNDC5
1096246,SPEG,FNDC5
1096247,SPTLC2,FNDC5
1096248,B3GLCT,FNDC5
1096249,FNDC5,DCAF5
1096250,HNRNPM,FNDC5
1096251,PIK3CD,FNDC5
1096252,KPNB1,FNDC5
1096253,FNDC5,PTRH2
1096254,MAVS,FNDC5
1096255,MMP2,FNDC5
1096256,DYRK1A,FNDC5
1096257,CBLL1,FNDC5
1096258,BMPER,FNDC5
1096259,FNDC5,SARAF
1096260,H1-2,FNDC5
1096261,FADS2,FNDC5
1096262,FNDC5,TECR
1096263,FNDC5,PARP12
1096264,MPC2,FNDC5
1096265,TAPBP,FNDC5
1096266,FNDC5,SKA2
1096267,FNDC5,SCFD1
1096268,LOC114841035,FNDC5
1096269,P3H1,FNDC5
1096270,FNDC5,SLC30A1
1096271,U2SURP,FNDC5
1096272,PTPN14,FNDC5
1096273,CAT,FNDC5
1096274,ARF3,FNDC5
1096275,FNDC5,EXT2
1096276,LSS,FNDC5
1096277,FNDC5,LRRC59
1096278,H6PD,FNDC5
1096279,ATP2B1,FNDC5
1096280,SNRPE,FNDC5
1096281,ELOB,FNDC5
1096282,SELENOT,FNDC5
1096283,SLC25A5,FNDC5
1096284,FNDC5,STT3B
1096285,USP30,FNDC5
1096286,FNDC5,SLC39A7
1096287,RPS21,FNDC5
1096288,AP3D1,FNDC5
1096289,FNDC5,IGF2BP2
1096290,FNDC5,ERAP1
1096291,LSM12,FNDC5
1096292,ABCC1,FNDC5
1096293,CERCAM,FNDC5
1096294,FNDC5,EPB41L3
1096295,FNDC5,TOR1AIP2
1096296,FNDC5,TOR1AIP2
1096297,RHEB,FNDC5
1096298,FNDC5,THAP11
1096299,AP1G1,FNDC5
1096300,CD44,FNDC5
1096301,BCAP31,FNDC5
1096302,ECM1,FNDC5
1096303,FNDC5,MAN1B1
1096304,COL6A1,FNDC5
1096305,FNDC5,FKBP11
1096306,FNDC5,SEC62
1096307,RPL7,FNDC5
1096308,THBD,FNDC5
1096309,RHBDD2,FNDC5
1096310,CTPS1,FNDC5
1096311,ORMDL3,FNDC5
1096312,FNDC5,TMX1
1096313,YWHAZ,FNDC5
1096314,AHNAK,FNDC5
1096315,MAN1A2,FNDC5
1096316,EMC10,FNDC5
1096317,FNDC5,RAB1B
1096318,TBPL1,FNDC5
1096319,TMEM33,FNDC5
1096320,AKT1,FNDC5
1096321,HKDC1,FNDC5
1096322,VCP,FNDC5
1096323,FNDC5,NDC1
1096324,DDR2,FNDC5
1096325,FNDC5,HDAC6
1096326,ALDH3A2,FNDC5
1096327,FNDC5,STARD13
1096328,FNDC5,PDF
1096329,LUZP1,FNDC5
1096330,CPSF1,FNDC5
1096331,EIF4A2,FNDC5
1096332,STT3A,FNDC5
1096333,FNDC5,EHD2
1096334,SLC27A3,FNDC5
1096335,FNDC5,AAAS
1096336,MTHFD1L,FNDC5
1096337,HNRNPK,FNDC5
1096338,NSF,FNDC5
1096339,TMED2,FNDC5
1096340,FNDC5,PHLDA1
1096341,NQO2,FNDC5
1096342,HNRNPH1,FNDC5
1096343,ISG15,FNDC5
1096344,POR,FNDC5
1096345,LCLAT1,FNDC5
1096346,PLXNB2,FNDC5
1096347,FADS1,FNDC5
1096348,PTPRK,FNDC5
1096349,FNDC5,LOXL2
1096350,FNDC5,MCU
1096351,FNDC5,ZBP1
1096352,FNDC5,CRLS1
1096353,FNDC5,TMX4
1096354,FNDC5,NEU2
1096355,RACK1,FNDC5
1096356,HSPA5,FNDC5
1096357,ERLIN2,FNDC5
1096358,FNDC5,ACBD3
1096359,SGPL1,FNDC5
1096360,TUBB4B,FNDC5
1096361,FNDC5,METTL9
1096362,GARS1,FNDC5
1096363,FNDC5,POMGNT1
